maydon,xonalar,joylashuv,yoshi,narxi
167,5,markaz,55,2146535.9032395678
162,2,qishloq,93,862085.9012623519
76,4,qishloq,66,363034.99416805827
113,6,markaz,40,1261835.3592211714
91,1,markaz,81,1019388.8125693746
77,6,shahar_cheti,22,644421.3228963048
187,3,markaz,89,2159584.0874856943
110,6,markaz,12,1128213.0010665108
137,3,qishloq,43,815715.7318634912
86,3,qishloq,83,385152.3606777185
175,3,markaz,11,2233350.5899808863
37,2,qishloq,32,158740.77447161038
94,5,qishloq,18,467167.64482998074
134,3,qishloq,41,613257.4317596524
130,6,markaz,95,1683674.2644876388
176,4,qishloq,95,979222.9323781859
175,3,shahar_cheti,42,1417537.4717103571
160,5,shahar_cheti,64,1006730.7349016358
111,4,markaz,97,1146384.0733093405
121,1,qishloq,19,556083.0448892538
113,1,shahar_cheti,25,819306.9964191843
158,3,markaz,68,1701591.9059294583
177,6,markaz,19,1954975.7615957272
165,5,qishloq,73,921328.7438162406
126,1,qishloq,52,695784.3792928336
34,6,qishloq,1,186038.47833266534
155,2,markaz,80,2023966.34799417
97,1,shahar_cheti,77,607532.2541902787
192,5,shahar_cheti,23,1558936.2171008743
48,6,shahar_cheti,75,298118.206358914
152,4,shahar_cheti,55,1151749.1265565075
57,1,qishloq,82,232519.99995978724
95,4,markaz,46,1105044.9088485455
43,5,markaz,45,616919.8640078648
150,1,qishloq,52,796323.0793261135
148,6,shahar_cheti,12,1052629.2550324192
63,1,shahar_cheti,92,537624.3485005947
135,2,qishloq,78,540072.3399248653
96,6,markaz,6,1422636.55143122
107,3,qishloq,67,452256.6458630536
109,2,shahar_cheti,97,931683.7767670522
185,4,shahar_cheti,55,1541442.244258732
157,1,shahar_cheti,16,1411684.5995459303
198,2,qishloq,34,1011983.60139584
82,5,markaz,11,1064563.738849124
149,2,qishloq,100,745221.0241203241
157,6,qishloq,100,925723.5817996118
194,6,markaz,89,2821056.0063638906
134,4,shahar_cheti,15,1097421.876331997
178,2,qishloq,59,911222.2422360505
109,4,markaz,81,1557989.135077466
62,6,shahar_cheti,31,395035.52646157064
177,6,qishloq,95,772246.4828084644
160,3,shahar_cheti,98,1014962.0689226795
167,4,qishloq,18,869196.6678943074
59,5,shahar_cheti,42,400389.52890937077
158,3,shahar_cheti,74,1408694.0567913656
91,3,qishloq,35,517514.0858702766
179,1,markaz,15,2518695.6557254605
86,2,shahar_cheti,33,532045.0906730297
61,4,markaz,1,672350.0013412344
188,3,qishloq,74,1105248.7247657564
199,3,qishloq,20,942099.8605469123
65,4,markaz,47,688275.0544147241
36,5,shahar_cheti,66,272559.72910500556
89,4,qishloq,58,417305.8825759397
135,5,shahar_cheti,81,973144.2527748713
95,2,shahar_cheti,67,670267.3832324784
128,2,markaz,29,1636242.6634806667
152,4,markaz,55,1611187.920675008
39,5,shahar_cheti,97,297701.9047558453
156,6,shahar_cheti,16,1273448.546382202
189,4,shahar_cheti,71,1478444.175261202
85,2,shahar_cheti,90,625073.0555046492
182,2,markaz,24,2252901.013111492
81,1,shahar_cheti,6,674044.7816580278
160,3,qishloq,35,853272.7919468479
46,2,shahar_cheti,59,387346.2027177858
119,1,markaz,85,1426243.7938646802
130,5,qishloq,100,577563.5019591881
93,6,markaz,21,1157850.6708761833
197,5,markaz,31,2903687.853328115
111,5,markaz,10,1600252.9182039113
143,4,shahar_cheti,99,965950.7944993518
83,5,qishloq,77,446827.5143388115
44,3,shahar_cheti,38,364535.33650269825
99,3,markaz,56,1385906.5911557823
45,6,markaz,66,615414.6619443718
87,6,shahar_cheti,74,600222.0702533681
107,4,qishloq,95,484445.1370904331
163,1,shahar_cheti,3,984609.6773556023
185,4,shahar_cheti,76,1591173.063623486
125,2,shahar_cheti,14,1044655.1530474101
125,6,markaz,33,1644802.238557666
152,5,markaz,41,2070797.0419355715
120,2,qishloq,37,591864.2656640918
86,2,qishloq,65,377789.0911141948
170,3,shahar_cheti,45,1230286.0010757402
166,6,shahar_cheti,58,1175949.9403625985
58,1,qishloq,11,347275.9150751758
181,4,qishloq,4,844004.4133857167
102,3,shahar_cheti,6,808375.301196851
131,4,markaz,84,1812852.7042705158
64,3,shahar_cheti,84,532642.5010220446
91,3,shahar_cheti,94,637577.090690806
200,4,qishloq,51,824026.0224014125
89,4,shahar_cheti,92,766930.5040108882
190,5,shahar_cheti,23,1461037.2100023055
40,5,qishloq,82,186053.42190880934
61,3,markaz,56,620847.8552043132
97,4,shahar_cheti,17,853593.5020077247
48,2,markaz,39,616922.1925653818
185,6,markaz,25,1871153.1474141432
80,6,shahar_cheti,89,705501.1287661013
179,2,shahar_cheti,59,1257983.3088790418
109,1,qishloq,100,503714.6111824337
77,1,shahar_cheti,39,681418.7970502822
192,1,markaz,100,2553087.9342832975
87,1,shahar_cheti,29,540377.0808471047
160,4,markaz,63,1800304.2164258333
112,1,qishloq,7,469790.9926608206
128,4,markaz,94,1785358.1200239742
57,4,shahar_cheti,1,432773.6621272443
34,4,markaz,33,435450.28182624985
63,5,qishloq,54,365887.0576047092
154,5,shahar_cheti,48,938326.1660819097
55,4,shahar_cheti,75,491948.9394204905
109,1,shahar_cheti,16,730363.2406652996
160,3,markaz,26,2253689.684271896
114,4,markaz,66,1316198.2185708259
56,1,shahar_cheti,47,337798.8286028974
153,1,markaz,74,1627246.5920614912
96,4,qishloq,26,517911.51259360084
52,2,shahar_cheti,21,446017.6337890743
101,1,qishloq,63,567192.07609131
171,1,qishloq,39,881229.232083953
146,2,markaz,89,1623038.6015523928
69,1,markaz,91,935467.104083024
63,4,shahar_cheti,24,503456.29846700304
113,4,markaz,38,1630076.2881420888
52,6,qishloq,97,235415.42272500382
49,2,markaz,39,527742.250675969
63,4,shahar_cheti,94,395230.09328591835
193,6,shahar_cheti,84,1270606.2321831018
45,1,shahar_cheti,36,380543.5203835438
79,6,markaz,24,835480.8465336579
85,2,shahar_cheti,96,726356.3519870293
52,2,qishloq,100,235377.6465060285
96,4,markaz,91,1358348.633570548
83,5,markaz,92,849548.0737577317
168,4,markaz,63,2515148.2177795176
144,2,markaz,35,2098936.8821810894
44,6,shahar_cheti,52,375506.5086063513
100,1,markaz,6,1243686.2744349686
92,6,qishloq,100,421072.797670723
83,2,shahar_cheti,80,705420.578487933
191,5,qishloq,45,1102521.2170164082
114,5,markaz,74,1615053.0725918622
186,6,shahar_cheti,69,1253382.0926861952
160,5,qishloq,71,859832.31174549
149,4,markaz,10,1745397.0672300542
84,3,qishloq,40,391056.6514219154
30,4,qishloq,99,134510.37082551516
176,1,shahar_cheti,87,1261284.1121010007
183,1,markaz,9,2103204.282920648
34,3,shahar_cheti,19,242808.65735146136
100,2,shahar_cheti,81,879414.1790650671
140,4,markaz,13,1421431.8207820528
70,1,markaz,69,897311.7910893431
44,6,qishloq,27,234175.81554634374
44,4,markaz,18,636413.5329956519
58,5,markaz,9,621650.2827734841
171,3,markaz,90,2364891.9217927875
148,5,qishloq,8,853899.5818256598
41,5,qishloq,82,185183.0709778305
171,1,shahar_cheti,40,1029388.3193258684
100,5,qishloq,12,534535.1254242272
118,1,shahar_cheti,21,893301.8197081339
164,2,qishloq,1,924539.6943258091
86,6,qishloq,96,455566.2138657277
141,6,shahar_cheti,21,1194648.1502752225
92,2,markaz,78,1290222.0799765175
49,5,qishloq,88,274920.53596645786
135,5,markaz,55,1624511.1222722577
102,5,shahar_cheti,66,632880.583707586
122,6,shahar_cheti,4,901302.2333290041
173,2,qishloq,35,1008284.207479893
49,6,qishloq,36,263929.4447117032
173,3,shahar_cheti,84,1250082.144488159
157,5,qishloq,80,798297.4331502594
66,3,markaz,41,856679.4906029148
188,4,markaz,63,2042626.4980310232
64,1,qishloq,34,345766.34065739263
65,1,qishloq,100,338161.64522409916
111,2,shahar_cheti,25,987830.1706353792
49,3,qishloq,73,274744.0165715838
128,4,shahar_cheti,14,1042331.6793427335
151,2,markaz,29,2127874.7135009663
74,6,markaz,83,982380.4206926059
126,2,shahar_cheti,72,1041835.9144702844
49,2,shahar_cheti,79,369732.4427078549
40,1,qishloq,18,185509.77268385052
44,1,shahar_cheti,85,312511.0354423271
183,3,markaz,95,2686118.5347318044
32,5,qishloq,17,160567.1936679775
100,4,shahar_cheti,79,837841.8546348858
42,1,qishloq,67,235809.64036423498
97,1,shahar_cheti,47,642683.2875292936
112,1,shahar_cheti,6,790996.2323668394
46,6,qishloq,16,268996.9857168919
195,4,qishloq,51,1028262.1464107255
59,4,qishloq,22,322209.94156536105
56,4,shahar_cheti,31,443959.18618008064
199,6,shahar_cheti,24,1302131.900369459
195,3,qishloq,34,925123.5619792559
39,5,shahar_cheti,17,247267.02185267222
67,1,qishloq,37,395768.5189782165
77,1,markaz,56,1031021.7151465862
191,1,shahar_cheti,36,1636030.9009902065
48,6,qishloq,51,229505.2886592469
153,4,qishloq,12,820260.0875602437
186,6,qishloq,60,1101495.5097644513
138,3,qishloq,38,658035.401641726
72,2,markaz,38,983966.7691738999
35,6,markaz,14,399489.83224325563
143,4,markaz,47,2132684.7094542095
156,4,shahar_cheti,38,1403089.7152581494
114,4,markaz,91,1615542.7998193651
50,3,qishloq,3,218413.3839706287
151,5,markaz,5,2124614.2889898014
119,3,qishloq,6,565199.5093874343
126,2,shahar_cheti,89,796510.1687166712
142,2,shahar_cheti,17,1135488.2486636513
171,4,qishloq,84,749396.8059635506
121,2,shahar_cheti,12,1082009.1030285708
94,3,markaz,17,1133444.3819932532
97,6,qishloq,68,515805.7816193377
48,4,qishloq,37,230331.61362170713
46,1,markaz,87,659981.068760033
125,4,qishloq,36,702612.1915294385
196,2,shahar_cheti,87,1383249.550916236
197,3,markaz,4,2219378.608307352
81,2,markaz,75,1011933.450464231
129,1,qishloq,11,636581.2238650691
182,4,shahar_cheti,73,1255821.4679534333
173,5,shahar_cheti,16,1523855.2070841966
123,4,shahar_cheti,94,757215.3524319617
92,2,shahar_cheti,55,639973.2277850333
94,4,qishloq,69,431182.8072258762
75,1,markaz,41,763923.1300055762
133,1,qishloq,35,565763.276753766
42,4,shahar_cheti,94,355447.41405869153
30,5,qishloq,11,122774.42263843333
187,2,markaz,6,2624390.5407234635
91,5,shahar_cheti,36,711517.1958145505
83,1,markaz,66,1151538.0141377216
34,6,qishloq,38,144095.47870475252
158,3,markaz,16,2081180.4185509647
171,6,markaz,94,2369114.6319464156
147,4,markaz,6,2046184.1853000221
103,2,qishloq,18,531760.5065873165
165,2,shahar_cheti,73,1224644.1624338145
160,5,markaz,82,2383868.219534029
164,6,shahar_cheti,39,1058164.8177365272
128,2,shahar_cheti,88,883336.3970450492
135,4,markaz,24,1503324.6578614623
110,3,shahar_cheti,55,781950.1892878987
148,1,shahar_cheti,11,913947.4406195587
68,6,qishloq,18,296010.99091248435
70,2,markaz,70,984518.7377247956
152,1,markaz,29,1991484.7963032387
76,5,shahar_cheti,64,655519.5308487576
123,1,shahar_cheti,34,892746.7875668749
31,1,shahar_cheti,22,269695.69363724784
59,3,qishloq,1,314052.0302658592
147,4,shahar_cheti,8,913308.5053671446
42,5,shahar_cheti,39,283679.4465551874
136,5,markaz,90,1363118.8170475604
61,2,shahar_cheti,90,436838.64940509305
134,4,shahar_cheti,49,943377.3798903719
200,1,qishloq,67,1124624.8007448146
127,3,markaz,79,1781120.1621179308
122,1,markaz,91,1721130.355436015
92,6,markaz,44,1102584.2035922313
100,6,shahar_cheti,2,635132.908776423
157,6,qishloq,3,705302.9076049756
190,3,qishloq,96,992603.4194988353
53,6,shahar_cheti,37,391242.4547746669
41,5,shahar_cheti,37,276449.8519148676
33,4,markaz,100,487602.70871091774
128,1,markaz,80,1808175.696690013
80,4,shahar_cheti,95,648931.8989941352
148,3,shahar_cheti,25,1274761.1534129002
41,6,shahar_cheti,55,330354.3849334893
157,6,qishloq,25,794744.264355367
107,3,qishloq,100,527841.7674203024
181,2,shahar_cheti,47,1528567.9456208767
161,4,markaz,96,1712553.8160512904
151,6,qishloq,4,852192.4141121544
183,4,shahar_cheti,99,1603157.3998990299
162,2,shahar_cheti,52,1120806.0831082352
182,5,markaz,5,2346069.6798264035
47,3,qishloq,77,266672.0026671451
83,4,markaz,83,832946.2936784598
53,5,markaz,49,743420.8865259321
189,4,shahar_cheti,66,1273327.0982228008
189,4,shahar_cheti,63,1286390.5365434824
163,3,shahar_cheti,52,1356544.5059297222
83,1,shahar_cheti,78,547022.80831239
99,4,qishloq,3,509790.8510168987
142,4,qishloq,52,594639.0502801823
133,2,shahar_cheti,71,1053567.6264125046
45,3,shahar_cheti,56,324372.1471514463
151,1,qishloq,3,693597.9839812088
74,3,shahar_cheti,13,623408.9124119455
188,4,shahar_cheti,27,1661616.741621667
64,3,qishloq,83,322737.58996138646
48,6,shahar_cheti,12,372447.9580960607
139,2,qishloq,60,752494.6534372871
141,3,markaz,61,1652357.8421242374
159,2,qishloq,58,668546.534975159
132,1,shahar_cheti,33,1119409.2004884186
47,5,qishloq,26,248386.0023904669
135,6,qishloq,19,583880.1121163658
118,6,qishloq,38,605323.991440575
200,4,qishloq,81,916045.0942291357
176,4,markaz,84,2132450.3637446566
36,2,markaz,11,455120.06900258124
115,6,markaz,6,1465971.2121289084
63,6,qishloq,8,259926.69547209778
183,2,markaz,62,2630228.325443761
33,6,qishloq,32,159381.89113969496
126,4,shahar_cheti,81,1075843.9308692247
77,5,qishloq,31,433977.7954411698
37,2,shahar_cheti,70,268747.42071837344
137,5,shahar_cheti,41,1175765.166605239
75,4,shahar_cheti,7,501159.22598005686
53,3,markaz,64,555091.7769816461
195,2,shahar_cheti,61,1231368.5573878973
134,2,qishloq,43,791964.535513311
34,6,shahar_cheti,25,301877.78075689217
65,4,markaz,16,656176.4663926334
87,1,shahar_cheti,43,589901.3333884572
41,6,shahar_cheti,93,277333.22297390737
43,6,markaz,78,548812.281464045
69,2,markaz,70,722858.5912598451
158,6,qishloq,7,772201.474930492
50,6,shahar_cheti,80,314661.8587539345
134,4,shahar_cheti,84,1015573.0209175505
124,1,shahar_cheti,80,1017750.3110896698
148,6,qishloq,3,760183.5898453573
138,5,markaz,55,1761662.7693200335
49,5,qishloq,1,274442.1388970258
120,5,markaz,18,1227124.0549815074
59,4,qishloq,44,329975.4350898509
92,1,shahar_cheti,10,744588.2549694189
159,1,shahar_cheti,65,1096572.9773277207
35,2,qishloq,34,190296.89852872072
69,6,qishloq,94,343233.8124033309
61,6,markaz,24,911359.6263450731
92,1,markaz,17,1167193.986252214
72,2,qishloq,81,360998.48537474184
148,5,markaz,40,1696282.849778083
137,1,shahar_cheti,19,1013101.1747085822
146,2,shahar_cheti,56,1011338.3801224092
58,3,qishloq,68,259044.42741608393
159,1,qishloq,36,815689.0094179293
173,2,qishloq,36,773180.1255093274
180,2,markaz,84,2103228.6101459353
156,3,markaz,58,1604140.4786482959
68,3,shahar_cheti,59,500826.8434064059
176,4,shahar_cheti,37,1366845.771901316
75,1,markaz,94,772334.5184492707
93,4,shahar_cheti,83,718454.0126634565
90,2,shahar_cheti,76,608705.5960551738
93,4,markaz,21,1271718.3890629648
193,6,qishloq,3,885033.6626600255
154,3,qishloq,50,703896.8761772338
135,5,qishloq,19,642180.3235006079
104,5,qishloq,53,604489.5938260963
126,2,shahar_cheti,75,999046.2658043999
120,2,shahar_cheti,58,1016533.5812886754
71,1,markaz,37,985377.4672463713
123,6,qishloq,75,695198.4077135819
31,5,qishloq,24,170552.0336390552
180,3,markaz,21,2026015.3495134874
68,5,qishloq,16,275730.00664090033
36,4,shahar_cheti,74,217327.75768922333
56,4,qishloq,65,240000.35639195752
188,5,qishloq,44,946272.3957380905
111,5,shahar_cheti,9,860455.6775460618
98,1,markaz,13,1290533.066090792
157,1,qishloq,10,714958.6914501117
169,2,shahar_cheti,78,1310636.7947575022
181,5,qishloq,10,990439.6610998242
71,4,markaz,39,1011338.1469054432
121,4,qishloq,14,486931.86442957364
182,3,qishloq,31,836464.8823310287
101,6,markaz,42,1492275.4361088008
75,1,qishloq,57,323899.0568501418
129,3,qishloq,5,689593.8825226462
50,3,qishloq,91,244656.55862246832
187,4,qishloq,43,797008.8189906827
160,4,markaz,70,2199107.17188934
52,3,shahar_cheti,21,377217.16771248117
96,2,shahar_cheti,64,821873.5607450277
126,1,qishloq,51,673602.5715308527
80,5,qishloq,14,379712.6454506482
198,2,shahar_cheti,49,1310042.4068663623
197,2,qishloq,10,905263.1486479829
34,2,qishloq,69,167288.30730785296
149,2,shahar_cheti,46,1099441.1441372323
81,5,qishloq,31,470581.1869461226
134,3,markaz,48,1756099.6815903415
81,3,markaz,43,934463.2226174892
30,4,qishloq,23,135701.7613817724
93,5,qishloq,91,411117.99522449664
62,3,qishloq,1,292003.9366892446
172,1,markaz,93,2002545.033832814
165,1,qishloq,17,986849.0125717839
68,3,qishloq,18,278782.4259288415
143,5,shahar_cheti,92,1101031.95929393
160,4,qishloq,22,807097.8927876446
56,2,markaz,11,565517.526127539
102,3,markaz,1,1135419.3318683302
154,5,shahar_cheti,21,945456.8327908562
71,2,qishloq,44,306440.2701571217
182,2,qishloq,26,797371.3565489695
60,6,qishloq,80,243935.14236988957
59,6,shahar_cheti,45,510990.316322478
171,1,shahar_cheti,29,1462871.4260190749
77,3,qishloq,54,457257.7233831122
76,4,shahar_cheti,37,668368.4312783442
88,3,markaz,98,911031.6485337563
79,6,markaz,94,1149648.750258756
54,5,shahar_cheti,48,459835.56833504926
161,2,markaz,99,1705103.0303948696
155,1,markaz,27,2056943.8772342287
43,2,qishloq,2,235319.00609179266
100,3,qishloq,35,444086.7713264727
114,2,shahar_cheti,76,926297.2616329667
181,5,markaz,53,2585396.081825229
77,4,qishloq,46,310875.2389414989
71,6,markaz,89,1030316.7240456485
123,4,shahar_cheti,36,997117.0821114279
73,6,shahar_cheti,57,506092.215481694
80,4,shahar_cheti,23,574196.4043010089
62,4,shahar_cheti,23,503409.5668085058
134,2,qishloq,3,628636.6653276809
69,2,qishloq,81,278922.7666888949
196,3,qishloq,16,1143296.8334479749
152,3,qishloq,68,904213.4436790324
107,2,markaz,79,1414700.8523348607
179,2,markaz,9,2615400.070192954
170,1,qishloq,93,802891.6197547965
111,3,qishloq,73,493524.5623482882
139,2,markaz,40,1767227.8340832195
168,6,shahar_cheti,71,1091973.5023587232
124,4,markaz,9,1533069.6655231814
108,2,shahar_cheti,48,711174.2167683705
170,5,shahar_cheti,93,1215440.7021639547
191,5,qishloq,72,999287.8018085073
158,3,shahar_cheti,20,1299618.622281033
61,2,qishloq,91,253764.030474647
79,4,shahar_cheti,70,544760.233312876
38,1,shahar_cheti,93,251631.34708587758
93,6,markaz,76,1187029.2973608952
181,2,markaz,23,2564502.914595487
72,5,shahar_cheti,14,612369.681813149
147,1,shahar_cheti,99,1245418.1837801018
147,5,markaz,37,1687215.9577017603
106,1,shahar_cheti,22,642520.474859581
156,6,markaz,5,2228594.977419871
116,2,shahar_cheti,36,813318.7160508307
30,2,qishloq,21,130530.48678224193
166,2,shahar_cheti,3,1396367.4500445132
66,3,qishloq,84,281709.06169804477
88,3,shahar_cheti,7,701945.4594527093
131,4,qishloq,87,697964.2873645473
90,5,shahar_cheti,93,680074.5499761577
117,3,markaz,68,1322103.6043827527
34,1,shahar_cheti,76,281695.4374191673
200,5,shahar_cheti,40,1348183.132128224
86,4,shahar_cheti,99,568947.27269008
66,2,shahar_cheti,23,467582.8386245918
56,3,shahar_cheti,59,476368.0869697903
106,3,markaz,22,1341655.4022707609
133,2,markaz,84,1462208.8317373833
79,6,qishloq,57,391728.5146991081
57,4,qishloq,10,253446.62313301367
193,2,qishloq,22,906452.1046578494
131,4,markaz,56,1862708.9769410358
156,5,shahar_cheti,43,1075797.5364774866
89,1,markaz,56,1153909.3173145289
106,5,shahar_cheti,20,691569.148090167
115,2,shahar_cheti,46,692222.5548408957
161,6,shahar_cheti,62,1196889.9815885194
70,1,shahar_cheti,61,488638.87254680414
76,5,shahar_cheti,43,522142.8118931089
142,5,qishloq,32,740742.9898530671
125,3,shahar_cheti,37,1033964.3465334538
152,2,qishloq,95,693590.9515137671
168,6,qishloq,38,993351.4827001123
112,5,markaz,5,1391225.0333488102
82,6,markaz,86,912323.1399100417
55,1,qishloq,11,237542.80806967142
153,6,markaz,88,1731297.373975891
183,5,markaz,55,2215871.2808469697
145,3,shahar_cheti,85,1069093.5311521864
199,4,qishloq,37,969784.878295414
34,6,shahar_cheti,36,251856.0167161125
111,3,shahar_cheti,88,741395.8122324108
121,6,qishloq,3,557790.6849617515
120,3,shahar_cheti,68,937148.964175308
75,4,qishloq,14,356731.8854983743
158,6,qishloq,10,937038.6001746993
46,5,markaz,36,630541.5503507435
162,6,shahar_cheti,13,1182990.7320499413
71,2,qishloq,46,397420.7173371027
71,4,qishloq,21,369602.97336556355
153,1,markaz,7,1940760.4986354688
59,2,qishloq,29,286351.62056425354
111,4,qishloq,6,625453.6760558789
187,5,qishloq,61,825765.4146075011
176,2,shahar_cheti,33,1197782.2629692724
185,5,qishloq,13,849627.153393935
194,3,qishloq,51,859010.8870497949
145,6,shahar_cheti,89,1098681.0211804688
87,5,markaz,67,1279748.0431118042
123,3,qishloq,9,525892.0162198818
51,3,qishloq,13,274327.77443120687
194,5,markaz,24,2868814.554976474
197,2,shahar_cheti,40,1595885.6299911377
147,2,shahar_cheti,61,1315855.651571073
160,1,markaz,94,2119300.1911898577
184,4,shahar_cheti,100,1351752.9655952598
88,2,shahar_cheti,52,538614.6511921523
93,3,qishloq,66,494800.0584521921
141,4,markaz,87,2050108.5070930647
53,5,qishloq,100,238646.74186618262
167,2,shahar_cheti,31,1318654.3044406886
68,2,shahar_cheti,25,493979.85210583574
187,3,qishloq,4,822562.3647055923
190,3,shahar_cheti,80,1368736.7958469724
165,6,shahar_cheti,17,1312453.917237387
49,5,shahar_cheti,57,307567.76089928695
153,4,qishloq,70,616802.9142270366
41,2,shahar_cheti,21,252820.24510031444
170,6,qishloq,13,762697.9834374185
138,6,qishloq,11,805352.8246479736
113,3,markaz,74,1317114.850271295
140,1,markaz,87,1988347.7239031196
32,6,markaz,48,421840.0369405705
123,5,qishloq,68,532534.1135152581
147,1,shahar_cheti,92,905902.7810152691
77,6,shahar_cheti,18,625345.8194391034
64,5,shahar_cheti,25,574716.3824074903
191,1,markaz,43,2444922.8781266524
48,1,markaz,71,572113.3057277673
112,6,markaz,94,1311507.1685694507
118,4,qishloq,89,506546.9068568782
73,1,qishloq,44,367134.7020648405
181,3,markaz,26,2489407.9833868975
140,3,qishloq,78,621522.3866141393
152,1,markaz,52,1678710.4133765614
44,2,qishloq,87,226836.93688492055
111,4,qishloq,47,633338.5409366363
35,2,shahar_cheti,85,285699.8269797328
184,5,markaz,90,1843451.34691201
158,3,shahar_cheti,55,1002706.4384872289
104,3,markaz,99,1327829.8916322906
155,2,shahar_cheti,45,1250576.4360128934
81,4,markaz,13,1111524.0662374317
90,3,markaz,71,1169551.738526325
172,2,qishloq,93,840717.5267105857
112,5,qishloq,64,566624.5771619283
168,1,shahar_cheti,94,1447985.1199082925
144,2,shahar_cheti,90,1241599.996283242
56,3,markaz,93,838367.2596442183
137,5,markaz,76,1834188.7602107057
188,1,markaz,48,2429023.473410871
158,6,markaz,76,2003024.8309793158
149,3,qishloq,79,599272.9225618329
127,6,qishloq,63,641229.5844804709
126,1,qishloq,54,562823.2228255809
77,5,markaz,60,1062499.2945961503
169,1,shahar_cheti,31,1239680.4207158533
121,5,qishloq,90,535970.7968654521
120,1,shahar_cheti,60,853399.6269671592
96,1,markaz,64,1203022.1332975533
74,5,markaz,93,820076.8114676203
176,3,markaz,71,1855089.4379534135
101,4,shahar_cheti,34,840521.957870321
38,5,markaz,30,513861.1442249674
132,6,markaz,24,1410294.525519815
174,3,markaz,66,2004761.0665840623
145,1,shahar_cheti,72,944416.5011854949
76,4,shahar_cheti,91,666326.2871221685
137,4,markaz,43,1778247.4807622123
132,6,qishloq,52,600830.3666744682
166,4,markaz,47,2233262.547423676
169,5,qishloq,45,917732.2396304678
34,6,qishloq,73,161905.82210501254
85,2,shahar_cheti,73,519699.94302888
116,1,markaz,10,1721106.8046310258
101,1,shahar_cheti,47,873416.3126906115
118,6,markaz,46,1762565.3920056736
110,3,qishloq,28,603843.7675283146
176,5,qishloq,90,904474.8842407638
89,3,qishloq,99,455557.25395588484
164,5,shahar_cheti,70,1238483.9676368595
48,2,markaz,34,631952.458409948
115,3,shahar_cheti,8,899356.4844952596
153,2,markaz,99,1742548.7840241422
75,4,shahar_cheti,89,659126.5977234122
84,6,shahar_cheti,5,540519.6861753463
154,5,markaz,95,2053882.219398816
122,5,qishloq,95,713689.8614122022
47,3,shahar_cheti,65,405426.3212121812
39,1,markaz,32,461467.6852936617
163,4,markaz,75,2121475.194416498
36,6,shahar_cheti,8,244267.93231291353
184,5,shahar_cheti,98,1615954.5827765588
185,5,markaz,65,2403202.3820361663
96,1,markaz,31,1405903.9953998544
129,2,qishloq,48,603016.6370979236
178,1,qishloq,56,855594.7277545398
65,4,markaz,27,894562.2209797539
56,6,qishloq,21,275699.1548328994
146,1,qishloq,51,769748.7470611696
35,6,qishloq,81,180211.92731689237
164,6,qishloq,60,876990.8169005087
103,4,qishloq,18,569506.5583685985
150,6,markaz,12,2037939.9682571527
33,2,qishloq,83,161633.57461287908
111,3,qishloq,39,460247.9402059387
88,5,shahar_cheti,31,784899.0348265645
162,5,qishloq,62,907919.9065518696
173,6,shahar_cheti,19,1093620.8318626357
122,1,qishloq,68,620885.336452354
48,6,markaz,73,649207.8390998853
131,4,qishloq,55,753411.6339522447
180,3,markaz,33,2542262.0593570825
90,1,qishloq,3,410625.10199507145
44,5,shahar_cheti,19,295427.76310630573
189,3,markaz,73,2450359.7254796345
113,4,qishloq,14,482875.9988040463
176,5,markaz,60,2412513.168908705
140,1,qishloq,65,712095.2312397532
60,6,markaz,23,817518.3168494919
200,1,markaz,31,2074815.8510269646
51,1,markaz,64,720753.014714324
87,4,shahar_cheti,63,612282.3291059533
86,1,shahar_cheti,44,528827.8604741582
177,2,qishloq,8,918409.4614396621
63,4,qishloq,42,316837.2848392216
108,5,shahar_cheti,34,883630.3191440309
136,5,shahar_cheti,45,1215332.312595064
166,2,qishloq,76,705782.2181590676
159,4,markaz,76,2010377.8927485943
180,1,shahar_cheti,21,1195431.971974828
168,4,shahar_cheti,95,1189617.6209560586
82,5,markaz,32,1072992.4614551028
159,3,markaz,13,1735916.6067963396
177,2,shahar_cheti,29,1415218.1845887112
63,5,qishloq,60,348900.4771157355
141,3,shahar_cheti,16,912330.6161809169
149,4,qishloq,93,764136.8202612501
73,5,shahar_cheti,76,640753.2966457027
180,2,shahar_cheti,44,1397278.5867762498
47,6,qishloq,84,231670.03743744968
148,6,qishloq,2,718846.4388049049
103,3,shahar_cheti,43,820757.1167772027
150,4,qishloq,53,723839.8429624342
186,3,shahar_cheti,52,1415038.1064242811
186,3,markaz,64,2189083.9573783902
147,2,qishloq,94,681030.1058778036
125,6,markaz,59,1679896.3869232177
111,4,markaz,23,1145986.8638875785
92,6,shahar_cheti,70,754713.3385782685
53,3,markaz,83,670188.9007583294
175,5,markaz,50,2032283.2166441046
169,5,shahar_cheti,21,1475031.353509633
46,5,qishloq,43,210834.56453458357
158,5,qishloq,63,924333.6795266657
73,5,markaz,1,1018384.1310620562
67,3,qishloq,47,335973.97764711897
37,6,markaz,81,467510.3208894581
145,3,qishloq,6,645874.0145102402
73,3,shahar_cheti,79,439128.6674155958
130,5,shahar_cheti,66,1125746.745880331
161,6,qishloq,26,887700.6549177832
178,3,qishloq,37,1063827.6572238086
48,5,shahar_cheti,1,347282.08740491397
130,5,qishloq,75,621406.4830018348
138,6,shahar_cheti,100,1114185.4260249243
37,6,markaz,55,429955.727439084
126,5,qishloq,9,539823.9283880906
